Author,Published,Comment,Likes,Dislikes,Article,Keyword
'Christian Silva,2014-01-08T02:31:17,pobre é um lixo msm,0,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Jorge,2014-01-07T22:57:59,Absurdo um carro 1.6 de 156cv custar 147k. Só estúpido vai pagar isso.,23,17,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Bruno Souza,2014-01-20T13:18:29,"Jorge Pessoal! Ponto de vista cada um tem o seu, vamos respeitar os cometários sem ofensas. Tenho uma c180 2012/2012, excelente carro, mecânica incrível e acho que a motorização é ""suficiente"", são exatamente os mesmos 156 cv com 25,5 kgfm de torque. NÃO é um super-esportivo, e claro que gostaria de ter acesso as c300 ou c350 que são vendidas lá fora, mas na boa, o conjunto da obra é fantástico (conforto + desempenho + qualidade + dirigibilidade). Fiz os testes com amigos e: fusion 2.0 240 cv não anda junto, anda na frente até os 140 km/h dos blocos v6 de SUV e do Accord/Azera/etc. (cont.)",1,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Bruno Souza,2014-01-20T13:26:53,"Jorge Em relação ao preço, concordo que está muito alto e não pago esse valor. Estive na concessionaria e me informaram que é a primeira edição e os itens adicionais que vieram no carro foram: DVD + GPS, Rodas 18 e Teto-solar. A versão de entrada vai ficar em R$125.000,00 (cla 200), a versão cla 250 (4matic) chega no meio do ano por R$160.000,00. A classe C nova chega também no meio do ano por R$145.000 (c180) com o mesmo bloco, mas 100 kg mais leve, c200 e c250 por R$165.000 e R$ 185.000,00 respectivamente. A verdade é que, na boa, depois de ter um mercedes é difícil sair da marca.",1,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Plinio Rafael,2014-01-07T20:39:06,"o Brasileiro é um povo muito lesado mesmo. O pior é que tem gente vai comprar esse carro e vai achar que é ""o grande coisa"" só porque é mercedes. mas na verdade está pagando por um carro ""superlucrado"". Um Corolla 2.0 XEI com 153 CV custa 69.900 (preço de fim de linha pois está chegando o novo). Se o Corolla tem essa motorização e ainda já conta com Lucro... imagina esse mercedez... Pagar esse valor é um atestado de T..R.oxisse.",11,4,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Tim Rabey,2014-01-07T20:05:23,"1.6 e 156 cv por quase 150 conto? Peraí Mercedes, ai já é demais, pra que entrou no Inovar Auto? BMW 320i Sport Top com um 2.0T 184CV é infinitamente superior em todos os aspectos pelo mesmo preço! CLA pelo que tinha lido era para vir em um posicionamento um pouco abaixo do (novo) classe C, mas ta batendo de frente direto com BMW 320i. A própria BMW acabou de lançar a 316i com um motor semelhante ao do CLA por R$114.900,00, em minha humilde opinião esse deveria ser o valor pra poder competir em condições de igualdade.",27,2,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Adm 1958,2014-01-08T22:45:55,"é um preço elevado para um 1.6, mesmo sendo um Mercedes. Acredito que deverá versões menos glamourosas com preços mais condizentes! É melhor comprar um C-180 na promoção por 109 mil.",0,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Cesar Rodrigues,2014-01-08T08:24:34,Não falta muito para termos um 1.0 a R$ 120.000. KKKKKK... pior é que vai ter comprador.,19,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Osmar Mergulhao,2014-01-07T19:58:32,"nos estados unidos eles chamam de mercedes de pobresrrsrsrsrs, mas e um otima carro",13,3,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luis H,2014-01-22T11:28:43,"Pior que até lá nos EUA também é caro...Preço sugerido de U$49.990,00 ...",1,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Gasvdgvgwggdhgv,2014-01-13T04:36:00,ta faltando um duenti falar assim...........carro fantastico....vale cada centavo que custa kkkkkkkkkkkkkkkk,2,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Adm 1958,2014-01-10T23:51:51,"Mercedes é uma estrela, mas convenhamos 147 mil é um valor muito alto. Fui ver o carro é lindo, mas o porte ficou pequeno, acho que nem para médio chega a ser.",2,2,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luiz Pontes,2014-01-07T19:53:41,"Se o governo reduzisse os absurdos impostos, esse carro sairia por volta de R$.100.000,00",20,4,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luiz P,2014-01-07T23:33:56,"E se a montadora não desse o preço do carro pelo ""que os brasileirinhos pagam"", mas pelo que o carro realmente custa, ia pra 80.000,00, meu nobre.",3,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Filipe Boiz,2014-01-08T00:06:56,"exato.. atualmente, alem do CUSTO BRASIL + IMPOSTO BRASIL , ha o LUCRO BRASIl... exorbitante por parte dos empresarios que querem ganhar na UNIDADE como se fazia no inicio da revolucao industrial.. enquanto as econimias de grande porte de paises desenvolvidos trabalham com o lucro em cima dos lotes de vendas",5,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Fagner Caetano,2014-01-07T23:48:15,"Que máquina!! Só um detalhe, de uma opnião minha, não gosto de saídas de ar redondas...",5,4,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Marcelo Barao,2014-01-07T18:22:18,"Que sabe tu vai morar nos EUA e compra uma lá então, e para de reclamar, seu Luiz...isso e pra quem pode, e não para os que tem carros 1.0 e asna financiados",10,38,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luiz P,2014-01-07T23:35:35,"Esse é o pensamento que o governo cultiva. Povo aqui = voto. Só. A estratégia é imbeilizar para manipular. Brasileiro não é povo... é formiga, é plantação. Somos cultivados.",2,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Wkm Tkr,2014-01-07T21:50:56,beleza vou comprar uns 5 inclusive um para mim enterrar... só me falta uma coisa..... o dinheiro.,1,9,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luiz P,2014-01-07T23:30:15,"E falando ""mim"" desse jeito, nunca vai ter o dinheiro mesmo.",3,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Davi Ac,2014-01-07T22:38:29,"Como eu gostaria de ter um carro desse tipo,mas infelizmente o governo Brasileiro não facilita... :(",17,3,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luiz P,2014-01-07T23:29:21,"Ele facilita sim... o lado dele! Alias, aqui, governo não é ""do povo"" ou ""pro povo"". Povo é uma coisa = voto. Governo é outra. Só vivemos no mesmo espaço.",1,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Breno Matos,2014-01-07T23:14:05,Vou ter que ficar no meu fiat 99 mesmo... =\\,7,2,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Alfredo Silva,2014-01-07T21:32:29,"no brasil eles nem fabricam, somos povinho ralé temos que andar de carroça. e se fabricasse no brasil, ia custar uns 500 mil,",4,2,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Alvaro Carneiro,2014-01-07T20:56:37,"CLA não é lançamento de 2014 - este carro foi lançado em 2013, tem na Europa rodando.",0,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Hasta.la.vista.baby,2014-01-07T21:08:54,"Leitão, ops! Carneiro, é o que diz a reportagem, não? ""O modelo foi lançado mundialmente no ano passado""",0,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Cláudio Santos,2014-01-07T19:20:43,"PREFIRO COMPRAR UM AZERA OU UM CADENZA, AMBOS COM UM MOTOR V6, MAIS EQUIPADO, E AINDA SOBRA DINHEIRO. .",8,11,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Glauco Santos,2014-01-07T20:16:48,"Desculpa mas não pamo mais de 30 mil em um carro asiatico, que não seja Japa.",1,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Glauco Santos,2014-01-07T20:17:11,obs: pago,0,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Cláudio Santos,2014-01-07T19:24:32,MELHOR COMPRAR UM VOLVO V40 R DESIGN COM 210 CAVALOS DE POTÊNCIA E IGUALMENTE OU MAIS EQUIPADO E COM DESENHO TAMBÉM MODERNO E BONITO!,18,2,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Cláudio Santos,2014-01-07T19:16:31,VÁ PRO INFERNO MERCEDES BENZ COM ESSE PREÇO NUM CARRO DESSE PORTE COM UM MOTOR DE APENAS 156 CAVALOS!,13,2,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Marcos Pereira,2014-01-07T19:11:12,"Tá caro! Por este preço vc compra um Audi A4, uma BMW Série-3 ou até mesmo uma Mercedes-Benz Série C! O CLA é a categoria de base da MB com motor 1.6 na versão ""mais pobre"". Este anúncio de preço deve estar fajuto! Depois eles baixam...",11,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Chico Rego,2014-01-07T19:00:33,Vai virar peste nas ruas do Brazil daqui há algumas semanas.,2,3,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luiz Messias,2014-01-07T17:53:36,CLA 250 completa custa $39.000 nos USA!! aqui vai pra mais de R$ 160.000,44,3,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luiz Messias,2014-01-07T17:53:36,CLA 250 completa custa $39.000 nos USA!! aqui vai pra mais de R$ 160.000,44,3,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Tim Rabey,2014-01-07T20:05:23,"1.6 e 156 cv por quase 150 conto? Peraí Mercedes, ai já é demais, pra que entrou no Inovar Auto? BMW 320i Sport Top com um 2.0T 184CV é infinitamente superior em todos os aspectos pelo mesmo preço! CLA pelo que tinha lido era para vir em um posicionamento um pouco abaixo do (novo) classe C, mas ta batendo de frente direto com BMW 320i. A própria BMW acabou de lançar a 316i com um motor semelhante ao do CLA por R$114.900,00, em minha humilde opinião esse deveria ser o valor pra poder competir em condições de igualdade.",27,2,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Cesar Rodrigues,2014-01-08T08:24:34,Não falta muito para termos um 1.0 a R$ 120.000. KKKKKK... pior é que vai ter comprador.,19,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luiz Pontes,2014-01-07T19:53:41,"Se o governo reduzisse os absurdos impostos, esse carro sairia por volta de R$.100.000,00",20,4,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luiz P,2014-01-07T23:33:56,"E se a montadora não desse o preço do carro pelo ""que os brasileirinhos pagam"", mas pelo que o carro realmente custa, ia pra 80.000,00, meu nobre.",3,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Filipe Boiz,2014-01-08T00:06:56,"exato.. atualmente, alem do CUSTO BRASIL + IMPOSTO BRASIL , ha o LUCRO BRASIl... exorbitante por parte dos empresarios que querem ganhar na UNIDADE como se fazia no inicio da revolucao industrial.. enquanto as econimias de grande porte de paises desenvolvidos trabalham com o lucro em cima dos lotes de vendas",5,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Cláudio Santos,2014-01-07T19:24:32,MELHOR COMPRAR UM VOLVO V40 R DESIGN COM 210 CAVALOS DE POTÊNCIA E IGUALMENTE OU MAIS EQUIPADO E COM DESENHO TAMBÉM MODERNO E BONITO!,18,2,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Davi Ac,2014-01-07T22:38:29,"Como eu gostaria de ter um carro desse tipo,mas infelizmente o governo Brasileiro não facilita... :(",17,3,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luiz P,2014-01-07T23:29:21,"Ele facilita sim... o lado dele! Alias, aqui, governo não é ""do povo"" ou ""pro povo"". Povo é uma coisa = voto. Governo é outra. Só vivemos no mesmo espaço.",1,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Cláudio Santos,2014-01-07T19:16:31,VÁ PRO INFERNO MERCEDES BENZ COM ESSE PREÇO NUM CARRO DESSE PORTE COM UM MOTOR DE APENAS 156 CAVALOS!,13,2,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Osmar Mergulhao,2014-01-07T19:58:32,"nos estados unidos eles chamam de mercedes de pobresrrsrsrsrs, mas e um otima carro",13,3,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Marcos Pereira,2014-01-07T19:11:12,"Tá caro! Por este preço vc compra um Audi A4, uma BMW Série-3 ou até mesmo uma Mercedes-Benz Série C! O CLA é a categoria de base da MB com motor 1.6 na versão ""mais pobre"". Este anúncio de preço deve estar fajuto! Depois eles baixam...",11,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Plinio Rafael,2014-01-07T20:39:06,"o Brasileiro é um povo muito lesado mesmo. O pior é que tem gente vai comprar esse carro e vai achar que é ""o grande coisa"" só porque é mercedes. mas na verdade está pagando por um carro ""superlucrado"". Um Corolla 2.0 XEI com 153 CV custa 69.900 (preço de fim de linha pois está chegando o novo). Se o Corolla tem essa motorização e ainda já conta com Lucro... imagina esse mercedez... Pagar esse valor é um atestado de T..R.oxisse.",11,4,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Jorge,2014-01-07T22:57:59,Absurdo um carro 1.6 de 156cv custar 147k. Só estúpido vai pagar isso.,23,17,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Bruno Souza,2014-01-20T13:18:29,"Jorge Pessoal! Ponto de vista cada um tem o seu, vamos respeitar os cometários sem ofensas. Tenho uma c180 2012/2012, excelente carro, mecânica incrível e acho que a motorização é ""suficiente"", são exatamente os mesmos 156 cv com 25,5 kgfm de torque. NÃO é um super-esportivo, e claro que gostaria de ter acesso as c300 ou c350 que são vendidas lá fora, mas na boa, o conjunto da obra é fantástico (conforto + desempenho + qualidade + dirigibilidade). Fiz os testes com amigos e: fusion 2.0 240 cv não anda junto, anda na frente até os 140 km/h dos blocos v6 de SUV e do Accord/Azera/etc. (cont.)",1,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Bruno Souza,2014-01-20T13:26:53,"Jorge Em relação ao preço, concordo que está muito alto e não pago esse valor. Estive na concessionaria e me informaram que é a primeira edição e os itens adicionais que vieram no carro foram: DVD + GPS, Rodas 18 e Teto-solar. A versão de entrada vai ficar em R$125.000,00 (cla 200), a versão cla 250 (4matic) chega no meio do ano por R$160.000,00. A classe C nova chega também no meio do ano por R$145.000 (c180) com o mesmo bloco, mas 100 kg mais leve, c200 e c250 por R$165.000 e R$ 185.000,00 respectivamente. A verdade é que, na boa, depois de ter um mercedes é difícil sair da marca.",1,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Breno Matos,2014-01-07T23:14:05,Vou ter que ficar no meu fiat 99 mesmo... =\\,7,2,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Lucas,2014-01-07T20:44:28,"Carro lindo com um design fantástico apesar que isso é questão de gosto e gosto não se discute, mas esta abusando do nome ""Mercedes"" pois na minha opinião o Fusion acaba sendo um custo beneficio bem melhor, nem vou entrar no mérito se eles são da mesma categoria ou não pois não sei dizer, de qualquer forma ainda vai tem muita gente que vai de Mercedes pois tem todo um status...",4,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Gasvdgvgwggdhgv,2014-01-13T04:36:00,ta faltando um duenti falar assim...........carro fantastico....vale cada centavo que custa kkkkkkkkkkkkkkkk,2,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Alfredo Silva,2014-01-07T21:32:29,"no brasil eles nem fabricam, somos povinho ralé temos que andar de carroça. e se fabricasse no brasil, ia custar uns 500 mil,",4,2,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luis H,2014-01-22T11:28:43,"Pior que até lá nos EUA também é caro...Preço sugerido de U$49.990,00 ...",1,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Fagner Caetano,2014-01-07T23:48:15,"Que máquina!! Só um detalhe, de uma opnião minha, não gosto de saídas de ar redondas...",5,4,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Adm 1958,2014-01-08T22:45:55,"é um preço elevado para um 1.6, mesmo sendo um Mercedes. Acredito que deverá versões menos glamourosas com preços mais condizentes! É melhor comprar um C-180 na promoção por 109 mil.",0,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Adm 1958,2014-01-10T23:51:51,"Mercedes é uma estrela, mas convenhamos 147 mil é um valor muito alto. Fui ver o carro é lindo, mas o porte ficou pequeno, acho que nem para médio chega a ser.",2,2,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Alvaro Carneiro,2014-01-07T20:56:37,"CLA não é lançamento de 2014 - este carro foi lançado em 2013, tem na Europa rodando.",0,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Hasta.la.vista.baby,2014-01-07T21:08:54,"Leitão, ops! Carneiro, é o que diz a reportagem, não? ""O modelo foi lançado mundialmente no ano passado""",0,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Chico Rego,2014-01-07T19:00:33,Vai virar peste nas ruas do Brazil daqui há algumas semanas.,2,3,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Cláudio Santos,2014-01-07T19:20:43,"PREFIRO COMPRAR UM AZERA OU UM CADENZA, AMBOS COM UM MOTOR V6, MAIS EQUIPADO, E AINDA SOBRA DINHEIRO. .",8,11,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Glauco Santos,2014-01-07T20:16:48,"Desculpa mas não pamo mais de 30 mil em um carro asiatico, que não seja Japa.",1,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Glauco Santos,2014-01-07T20:17:11,obs: pago,0,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Wkm Tkr,2014-01-07T21:50:56,beleza vou comprar uns 5 inclusive um para mim enterrar... só me falta uma coisa..... o dinheiro.,1,9,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Luiz P,2014-01-07T23:30:15,"E falando ""mim"" desse jeito, nunca vai ter o dinheiro mesmo.",3,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Davijunior,2014-01-07T23:33:34,prefiro meu celta 2007 1.0 flex motorzinho do bichão é veneno puro 160 km brincando e com ar ligado.,4,32,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Thiago Souto,2014-01-07T23:39:26,Putz,2,1,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Christian Silva,2014-01-08T02:31:17,pobre é um lixo msm,0,0,"Protagonista da Mercedes em 2014, CLA chega por R$ 147,5 mil",CLA;;;;;'
'Lucas Guastaferro,2013-10-25T14:14:30,5 estrelas igual meu Golzinho G3.,1,3,Mercedes-Benz CLA e Peugeot 2008 recebem nota máxima de segurança,CLA;;;;;'
'Gabriel Santos,2016-08-31T22:39:29,Ainda tem gente que dá R$ 125.000 ne um civic kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,21,0,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Airton Soaresjunior,2016-08-31T22:21:03,Hummmm barato!!!!!!! prefiro andar de Opala.,2,9,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Alberto,2016-08-31T14:54:03,TA BOM...VAI NESSA...,1,3,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Ronam Bastos,2016-08-31T12:51:46,"Bom Passat é 179K, o Fusion 150K e o CLA 183K, vai entender os critérios das montadoras para colocarem preços.",1,2,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Professor,2016-08-30T08:16:56,32400 dólares lá fora....agora façam as contas.....,19,2,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Felipe Carvalho,2016-08-30T18:01:06,Na minha opinião eu mudaria o lugar da alavanca de cambio!,3,2,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Rômulo,2016-08-29T23:35:09,É... esse tablet pendurado no painel não combina com o status da marca e o preço pedido... Não consigo pensar numa solução q seja pior do q essa.,45,9,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Renan Lima,2016-08-30T17:48:29,"Eu vejo esse carro todo dia, pra mim esse carro é igual um gol. anda igual os outros.",2,9,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Anderson Alves,2016-08-30T17:23:39,Vou ter que vender a alma pro diabo para comprar uma calota desse carro.,3,3,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Eugenio Silva,2016-08-30T10:28:02,preços impraticáveis,7,1,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Rafael Moraes,2016-08-30T16:57:44,Não sabia que ele era mais caro que o Classe C. Pensei que esse fosse o sedã de entrada da marca.,2,0,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Rodrigo,2016-08-30T11:51:16,quem comprar o civic de 125k devia ganhar uma placa de O-T-A-R-I-O para o carro e para a testa,32,1,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Carlos Silva,2016-08-30T12:09:06,"Quem compra civic e corola são pessoas com mais de 50-60 anos, que querem sossego e não estão ligando para comparativos nem para ítens de segurança eletrônica. Querem andar a 80km-h e não visitar o mecânico.",5,11,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Cleber Batista,2016-08-29T23:20:03,Não combina com minha garagem !!!!! Que tá mais pra um fuscão 66 ...,37,0,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Gustavo Gonçalves,2016-08-30T09:51:09,Pior é quem dá 124 mil em um civic.,47,0,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Bruno Favoretto,2016-08-30T10:54:27,"Isso ai que é difícil Gustavo, ver civic de 124k \'-\'",16,0,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Caravaggio,2016-08-30T09:52:06,"Não gostei da nova traseira da linha, por dentro também ficou limpa demais lembra os carros dos anos 70. O conjunto mecânico + status ainda valem a pena, mas hoje as bmw estão mais bonitas na minha opinião.",14,4,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Fernando Schneider,2016-08-29T21:18:36,Isso e so pra Mensaleiros.,29,27,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Caravaggio,2016-08-30T09:50:10,Fernando mtos empresários ou até mesmo empregados solteiros tem condições de comprar. Tem mto político sujo mas tem muita gente trabalhando no país tb.,31,0,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Cleber Batista,2016-08-29T23:20:03,Não combina com minha garagem !!!!! Que tá mais pra um fuscão 66 ...,37,0,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Gustavo Gonçalves,2016-08-30T09:51:09,Pior é quem dá 124 mil em um civic.,47,0,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Bruno Favoretto,2016-08-30T10:54:27,"Isso ai que é difícil Gustavo, ver civic de 124k \'-\'",16,0,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Rômulo,2016-08-29T23:35:09,É... esse tablet pendurado no painel não combina com o status da marca e o preço pedido... Não consigo pensar numa solução q seja pior do q essa.,45,9,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Renan Lima,2016-08-30T17:48:29,"Eu vejo esse carro todo dia, pra mim esse carro é igual um gol. anda igual os outros.",2,9,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Rodrigo,2016-08-30T11:51:16,quem comprar o civic de 125k devia ganhar uma placa de O-T-A-R-I-O para o carro e para a testa,32,1,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Carlos Silva,2016-08-30T12:09:06,"Quem compra civic e corola são pessoas com mais de 50-60 anos, que querem sossego e não estão ligando para comparativos nem para ítens de segurança eletrônica. Querem andar a 80km-h e não visitar o mecânico.",5,11,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Gabriel Santos,2016-08-31T22:39:29,Ainda tem gente que dá R$ 125.000 ne um civic kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,21,0,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Professor,2016-08-30T08:16:56,32400 dólares lá fora....agora façam as contas.....,19,2,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Caravaggio,2016-08-30T09:52:06,"Não gostei da nova traseira da linha, por dentro também ficou limpa demais lembra os carros dos anos 70. O conjunto mecânico + status ainda valem a pena, mas hoje as bmw estão mais bonitas na minha opinião.",14,4,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
'Eugenio Silva,2016-08-30T10:28:02,preços impraticáveis,7,1,Mercedes-Benz CLA chega renovado ao Brasil a partir de R$ 156.900,CLA;;;;;'
